Run	analyte_type	Host_site	host_sex	SCiMS sample ID	Rx	Rx 95% CI	Ry	Ry 95% CI
SRR063927	Anterior_nares	Anterior nares	female	SRR063927	0.729	(0.468, 0.99)	0.0	(0.0, 0.0)
SRR063920	Anterior_nares	Anterior nares	female	SRR063920	1.3231	(0.918, 1.729)	0.0	(0.0, 0.0)
SRR061525	Anterior_nares	Anterior nares	male	SRR061525	1.1272	(0.547, 1.707)	0.8857	(0.811, 0.96)
SRR346706	Anterior_nares	Anterior nares	male	SRR346706	inf	(nan, nan)	0.9775	(0.947, 1.008)
SRR062343	Subgingival_plaque	Oral cavity	male	SRR062343	inf	(nan, nan)	0.9385	(0.88, 0.997)
SRR513793	gingiva	Oral cavity	male	SRR513793	inf	(nan, nan)	0.8659	(0.792, 0.94)
SRR061222	Stool	Stool	male	SRR061222	0.4132	(0.374, 0.452)	0.0893	(0.015, 0.164)
SRR063524	Anterior_nares	Anterior nares	male	SRR063524	inf	(nan, nan)	0.9813	(0.956, 1.007)
SRR063529	Supragingival_plaque	Oral cavity	male	SRR063529	0.5513	(0.423, 0.68)	0.8317	(0.759, 0.905)
SRR062033	Supragingival_plaque	Oral cavity	male	SRR062033	0.4261	(0.328, 0.524)	0.8857	(0.825, 0.947)
SRR063513	Stool	Stool	female	SRR063513	0.6637	(0.611, 0.717)	0.0	(0.0, 0.0)
SRR062461	Anterior_nares	Anterior nares	female	SRR062461	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR059335	Buccal_mucosa	Oral cavity	male	SRR059335	0.4449	(0.324, 0.566)	0.911	(0.865, 0.957)
SRR062462	Saliva	Oral cavity	male	SRR062462	inf	(nan, nan)	0.9524	(0.915, 0.99)
SRR346673	Saliva	Oral cavity	male	SRR346673	inf	(nan, nan)	0.9712	(0.939, 1.003)
SRR062034	Supragingival_plaque	Oral cavity	male	SRR062034	0.5276	(0.408, 0.647)	0.8478	(0.774, 0.921)
SRR061527	Anterior_nares	Anterior nares	male	SRR061527	0.1196	(0.069, 0.17)	0.9889	(0.967, 1.011)
SRR514255	gingiva	Oral cavity	male	SRR514255	inf	(nan, nan)	0.8871	(0.808, 0.966)
SRR061347	Anterior_nares	Anterior nares	male	SRR061347	2.478	(1.326, 3.63)	0.8862	(0.83, 0.942)
SRR059329	Supragingival_plaque	Oral cavity	male	SRR059329	0.5705	(0.361, 0.78)	0.8846	(0.823, 0.946)
SRR061905	Supragingival_plaque	Oral cavity	male	SRR061905	0.4066	(0.301, 0.512)	0.8554	(0.78, 0.931)
SRR062393	Throat	Oral cavity	female	SRR062393	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR514203	Supragingival_plaque	Oral cavity	male	SRR514203	inf	(nan, nan)	0.9459	(0.894, 0.997)
SRR513783	Buccal_mucosa	Oral cavity	female	SRR513783	inf	(nan, nan)	0.1	(-0.086, 0.286)
SRR062515	Anterior_nares	Anterior nares	male	SRR062515	0.5796	(0.274, 0.885)	0.9655	(0.927, 1.004)
SRR062317	Anterior_nares	Anterior nares	female	SRR062317	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062280	Anterior_nares	Anterior nares	male	SRR062280	inf	(nan, nan)	0.9545	(0.911, 0.998)
SRR061348	Anterior_nares	Anterior nares	male	SRR061348	inf	(nan, nan)	0.9333	(0.882, 0.985)
SRR514223	Buccal_mucosa	Oral cavity	female	SRR514223	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR059842	Supragingival_plaque	Oral cavity	male	SRR059842	0.6517	(0.493, 0.81)	0.8037	(0.728, 0.879)
SRR059843	Supragingival_plaque	Oral cavity	male	SRR059843	0.4475	(0.336, 0.559)	0.86	(0.792, 0.928)
SRR512768	Stool	Stool	male	SRR512768	0.5658	(0.531, 0.6)	0.0682	(0.016, 0.121)
SRR513438	Subgingival_plaque	Oral cavity	male	SRR513438	inf	(nan, nan)	0.9	(0.824, 0.976)
SRR061906	Supragingival_plaque	Oral cavity	male	SRR061906	0.3207	(0.224, 0.417)	0.8936	(0.831, 0.956)
SRR513770	Supragingival_plaque	Oral cavity	male	SRR513770	0.4715	(0.248, 0.695)	0.978	(0.948, 1.008)
SRR062372	Saliva	Oral cavity	female	SRR062372	0.6263	(0.28, 0.973)	0.0	(0.0, 0.0)
SRR062537	Anterior_nares	Anterior nares	female	SRR062537	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062510	Anterior_nares	Anterior nares	male	SRR062510	inf	(nan, nan)	0.9091	(0.845, 0.973)
SRR062536	Anterior_nares	Anterior nares	female	SRR062536	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR514258	Anterior_nares	Anterior nares	female	SRR514258	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR346681	Saliva	Oral cavity	male	SRR346681	0.3908	(0.166, 0.616)	0.9554	(0.923, 0.988)
SRR063488	Anterior_nares	Anterior nares	female	SRR063488	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR059371	Supragingival_plaque	Oral cavity	male	SRR059371	0.4051	(0.273, 0.538)	0.8981	(0.841, 0.955)
SRR353622	Anterior_nares	Anterior nares	male	SRR353622	inf	(nan, nan)	0.9157	(0.856, 0.975)
SRR513775	Subgingival_plaque	Oral cavity	male	SRR513775	inf	(nan, nan)	0.9048	(0.842, 0.968)
SRR062371	Saliva	Oral cavity	female	SRR062371	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR059370	Supragingival_plaque	Oral cavity	male	SRR059370	0.2504	(0.16, 0.341)	0.9512	(0.913, 0.989)
SRR059377	Anterior_nares	Anterior nares	female	SRR059377	0.5062	(0.338, 0.674)	0.0	(0.0, 0.0)
SRR062533	Supragingival_plaque	Oral cavity	male	SRR062533	0.5968	(0.306, 0.888)	0.9691	(0.935, 1.004)
SRR060415	Anterior_nares	Anterior nares	female	SRR060415	0.9335	(0.707, 1.161)	0.0	(0.0, 0.0)
SRR062289	Anterior_nares	Anterior nares	male	SRR062289	inf	(nan, nan)	0.9419	(0.892, 0.991)
SRR059376	Anterior_nares	Anterior nares	female	SRR059376	0.5753	(0.414, 0.737)	0.0	(0.0, 0.0)
SRR059341	Supragingival_plaque	Oral cavity	male	SRR059341	0.2311	(0.184, 0.278)	0.8929	(0.836, 0.95)
SRR513142	Buccal_mucosa	Oral cavity	male	SRR513142	1.0953	(0.584, 1.607)	0.9223	(0.871, 0.974)
SRR512299	Anterior_nares	Anterior nares	male	SRR512299	inf	(nan, nan)	0.9277	(0.872, 0.983)
SRR062407	Stool	Stool	male	SRR062407	0.8608	(0.801, 0.921)	0.0286	(0.001, 0.056)
SRR062435	Saliva	Oral cavity	male	SRR062435	inf	(nan, nan)	0.9719	(0.948, 0.996)
SRR346674	Anterior_nares	Anterior nares	male	SRR346674	inf	(nan, nan)	0.9351	(0.88, 0.99)
SRR059411	Anterior_nares	Anterior nares	female	SRR059411	0.8286	(0.415, 1.242)	0.0	(0.0, 0.0)
SRR060414	Anterior_nares	Anterior nares	female	SRR060414	0.7816	(0.51, 1.054)	0.0	(0.0, 0.0)
SRR061217	Supragingival_plaque	Oral cavity	male	SRR061217	inf	(nan, nan)	0.9324	(0.875, 0.99)
SRR059997	Anterior_nares	Anterior nares	male	SRR059997	inf	(nan, nan)	0.9773	(0.952, 1.003)
SRR628271	Mid_vagina	Vagina	female	SRR628271	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR062105	Anterior_nares	Anterior nares	male	SRR062105	0.2457	(0.164, 0.328)	0.9333	(0.886, 0.981)
SRR513145	Anterior_nares	Anterior nares	female	SRR513145	inf	(nan, nan)	0.1379	(0.012, 0.263)
SRR059410	Anterior_nares	Anterior nares	female	SRR059410	0.8332	(0.566, 1.101)	0.0	(0.0, 0.0)
SRR059475	Anterior_nares	Anterior nares	female	SRR059475	0.6594	(0.504, 0.815)	0.0	(0.0, 0.0)
SRR513801	Subgingival_plaque	Oral cavity	male	SRR513801	inf	(nan, nan)	0.8987	(0.832, 0.965)
SRR514254	Buccal_mucosa	Oral cavity	male	SRR514254	0.2427	(0.138, 0.348)	0.986	(0.967, 1.005)
SRR059503	Anterior_nares	Anterior nares	male	SRR059503	0.2289	(0.156, 0.302)	0.9444	(0.901, 0.988)
SRR059497	Posterior_fornix	Vagina	female	SRR059497	0.5478	(0.405, 0.691)	0.0	(0.0, 0.0)
SRR513375	Stool	Stool	female	SRR513375	0.5388	(0.493, 0.585)	0.2072	(0.132, 0.283)
SRR059474	Anterior_nares	Anterior nares	female	SRR059474	1.0301	(0.695, 1.365)	0.0	(0.0, 0.0)
SRR060399	Anterior_nares	Anterior nares	female	SRR060399	0.7587	(0.571, 0.947)	0.0	(0.0, 0.0)
SRR062104	Anterior_nares	Anterior nares	male	SRR062104	0.4434	(0.294, 0.593)	0.8803	(0.822, 0.939)
SRR513800	Buccal_mucosa	Oral cavity	male	SRR513800	4.8581	(1.991, 7.725)	0.8555	(0.803, 0.908)
SRR059499	Anterior_nares	Anterior nares	male	SRR059499	0.2794	(0.21, 0.349)	0.9009	(0.845, 0.956)
SRR513171	Supragingival_plaque	Oral cavity	male	SRR513171	0.3931	(0.298, 0.488)	0.8947	(0.838, 0.951)
SRR059498	Anterior_nares	Anterior nares	male	SRR059498	0.2917	(0.21, 0.373)	0.9422	(0.907, 0.977)
SRR059364	Anterior_nares	Anterior nares	male	SRR059364	0.6243	(0.403, 0.846)	0.8931	(0.845, 0.941)
SRR059876	Anterior_nares	Anterior nares	female	SRR059876	0.9353	(0.71, 1.161)	0.0	(0.0, 0.0)
SRR059387	Anterior_nares	Anterior nares	male	SRR059387	0.3942	(0.291, 0.497)	0.864	(0.804, 0.924)
SRR059465	Anterior_nares	Anterior nares	male	SRR059465	0.3764	(0.233, 0.52)	0.9349	(0.898, 0.972)
SRR062038	Anterior_nares	Anterior nares	male	SRR062038	0.4517	(0.326, 0.577)	0.8658	(0.811, 0.921)
SRR059386	Anterior_nares	Anterior nares	male	SRR059386	0.2645	(0.204, 0.325)	0.915	(0.871, 0.959)
SRR628272	Throat	Oral cavity	female	SRR628272	3.5198	(1.79, 5.25)	0.0	(0.0, 0.0)
SRR628276	Posterior_fornix	Vagina	female	SRR628276	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR059996	Anterior_nares	Anterior nares	male	SRR059996	0.2735	(0.183, 0.364)	0.9179	(0.871, 0.964)
SRR061908	Anterior_nares	Anterior nares	male	SRR061908	0.4693	(0.344, 0.594)	0.8601	(0.803, 0.917)
SRR061907	Anterior_nares	Anterior nares	male	SRR061907	0.2431	(0.185, 0.302)	0.9231	(0.881, 0.965)
SRR060398	Anterior_nares	Anterior nares	female	SRR060398	0.7531	(0.638, 0.868)	0.0	(0.0, 0.0)
SRR514257	gingiva	Oral cavity	female	SRR514257	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR059348	Posterior_fornix	Vagina	female	SRR059348	0.6364	(0.506, 0.767)	0.0	(0.0, 0.0)
SRR513774	Anterior_nares	Anterior nares	male	SRR513774	inf	(nan, nan)	0.8615	(0.802, 0.921)
SRR061902	Anterior_nares	Anterior nares	male	SRR061902	0.4011	(0.295, 0.507)	0.8788	(0.829, 0.929)
SRR060141	Buccal_mucosa	Oral cavity	female	SRR060141	1.1603	(0.607, 1.714)	0.0	(0.0, 0.0)
SRR061901	Anterior_nares	Anterior nares	male	SRR061901	0.3628	(0.289, 0.437)	0.8446	(0.786, 0.903)
SRR514180	Mid_vagina	Vagina	female	SRR514180	3.9574	(1.334, 6.58)	0.0	(0.0, 0.0)
SRR513822	Buccal_mucosa	Oral cavity	female	SRR513822	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR059368	Buccal_mucosa	Oral cavity	male	SRR059368	0.2684	(0.212, 0.324)	0.9151	(0.878, 0.953)
SRR059398	Buccal_mucosa	Oral cavity	male	SRR059398	0.4514	(0.378, 0.525)	0.6561	(0.582, 0.73)
SRR514209	Saliva	Oral cavity	female	SRR514209	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR060041	Buccal_mucosa	Oral cavity	female	SRR060041	0.6636	(0.483, 0.844)	0.0	(0.0, 0.0)
SRR514247	Subgingival_plaque	Oral cavity	female	SRR514247	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR513794	Anterior_nares	Anterior nares	male	SRR513794	inf	(nan, nan)	0.8771	(0.829, 0.925)
SRR514204	Buccal_mucosa	Oral cavity	male	SRR514204	inf	(nan, nan)	0.9191	(0.873, 0.965)
SRR513149	Supragingival_plaque	Oral cavity	male	SRR513149	0.2622	(0.124, 0.401)	0.9846	(0.963, 1.006)
SRR061506	Anterior_nares	Anterior nares	female	SRR061506	0.7306	(0.665, 0.797)	0.0	(0.0, 0.0)
SRR514192	Stool	Stool	female	SRR514192	0.9088	(0.816, 1.002)	0.0	(0.0, 0.0)
SRR513785	Posterior_fornix	Vagina	female	SRR513785	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR513778	Buccal_mucosa	Oral cavity	male	SRR513778	inf	(nan, nan)	0.8683	(0.822, 0.915)
SRR511753	Stool	Stool	male	SRR511753	0.7588	(0.683, 0.835)	0.019	(0.001, 0.038)
SRR514212	Stool	Stool	female	SRR514212	0.6845	(0.617, 0.752)	0.0052	(-0.005, 0.015)
SRR513437	Throat	Oral cavity	male	SRR513437	inf	(nan, nan)	0.9672	(0.936, 0.999)
SRR628275	Anterior_nares	Anterior nares	female	SRR628275	0.7249	(0.252, 1.197)	0.0	(0.0, 0.0)
SRR513436	Buccal_mucosa	Oral cavity	female	SRR513436	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR513166	Stool	Stool	female	SRR513166	0.7345	(0.679, 0.79)	0.0	(0.0, 0.0)
SRR513787	Throat	Oral cavity	female	SRR513787	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR514252	Buccal_mucosa	Oral cavity	male	SRR514252	2.2922	(1.061, 3.523)	0.8976	(0.865, 0.93)
SRR513176	Buccal_mucosa	Oral cavity	female	SRR513176	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR511749	Stool	Stool	male	SRR511749	0.6195	(0.575, 0.664)	0.0439	(0.017, 0.07)
SRR513147	Posterior_fornix	Vagina	female	SRR513147	0.7675	(0.368, 1.167)	0.0	(0.0, 0.0)
SRR513798	Buccal_mucosa	Oral cavity	female	SRR513798	2.2701	(0.883, 3.657)	0.0	(0.0, 0.0)
SRR628270	Posterior_fornix	Vagina	female	SRR628270	2.0803	(0.667, 3.493)	0.0	(0.0, 0.0)
SRR513177	gingiva	Oral cavity	female	SRR513177	inf	(nan, nan)	0.0	(0.0, 0.0)
SRR063915	Stool	Stool	female	SRR063915	0.8872	(0.817, 0.957)	0.0	(0.0, 0.0)
SRR514202	Subgingival_plaque	Oral cavity	female	SRR514202	1.0905	(0.566, 1.615)	0.0	(0.0, 0.0)
SRR514852	Posterior_fornix	Vagina	female	SRR514852	0.5451	(0.29, 0.801)	0.0	(0.0, 0.0)
SRR513172	Anterior_nares	Anterior nares	male	SRR513172	0.5756	(0.267, 0.884)	0.9747	(0.957, 0.992)
SRR513144	Posterior_fornix	Vagina	female	SRR513144	1.2204	(0.636, 1.805)	0.0	(0.0, 0.0)
SRR511294	Stool	Stool	female	SRR511294	0.8574	(0.796, 0.918)	0.0024	(-0.002, 0.007)
SRR513807	Posterior_fornix	Vagina	female	SRR513807	0.774	(0.581, 0.967)	0.0	(0.0, 0.0)
SRR513146	Anterior_nares	Anterior nares	male	SRR513146	0.8257	(0.46, 1.191)	0.9459	(0.92, 0.972)
SRR514261	Supragingival_plaque	Oral cavity	female	SRR514261	0.7537	(0.686, 0.821)	0.009	(0.0, 0.018)
SRR512084	Stool	Stool	male	SRR512084	0.561	(0.523, 0.599)	0.124	(0.091, 0.157)
SRR512767	Supragingival_plaque	Oral cavity	female	SRR512767	1.0064	(0.906, 1.107)	0.0111	(0.003, 0.019)
SRR512794	Stool	Stool	male	SRR512794	0.5248	(0.491, 0.559)	0.0811	(0.055, 0.107)
SRR061516	Tongue_dorsum	Oral cavity	male	SRR061516	0.4847	(0.441, 0.528)	0.1527	(0.12, 0.185)
SRR628281	Anterior_nares	Anterior nares	male	SRR628281	0.441	(0.4, 0.482)	0.1307	(0.099, 0.162)
SRR061228	Tongue_dorsum	Oral cavity	male	SRR061228	0.4779	(0.439, 0.517)	0.1747	(0.144, 0.205)
SRR513440	Supragingival_plaque	Oral cavity	female	SRR513440	0.7765	(0.712, 0.841)	0.0	(0.0, 0.0)
SRR514194	Supragingival_plaque	Oral cavity	male	SRR514194	0.3692	(0.336, 0.403)	0.3148	(0.278, 0.352)
SRR061333	Supragingival_plaque	Oral cavity	male	SRR061333	0.3562	(0.326, 0.386)	0.1971	(0.164, 0.231)
SRR061321	Anterior_nares	Anterior nares	female	SRR061321	0.9004	(0.837, 0.963)	0.001	(-0.001, 0.003)
SRR060456	Supragingival_plaque	Oral cavity	female	SRR060456	0.7452	(0.697, 0.793)	0.0043	(0.0, 0.008)
SRR513161	Supragingival_plaque	Oral cavity	male	SRR513161	0.4441	(0.413, 0.475)	0.1648	(0.138, 0.192)
SRR513167	Supragingival_plaque	Oral cavity	male	SRR513167	0.4236	(0.395, 0.452)	0.1237	(0.099, 0.148)
SRR061278	Anterior_nares	Anterior nares	female	SRR061278	1.0505	(0.953, 1.148)	0.0007	(-0.001, 0.002)
SRR061325	Supragingival_plaque	Oral cavity	male	SRR061325	0.38	(0.348, 0.412)	0.2081	(0.178, 0.238)
SRR061354	Supragingival_plaque	Oral cavity	male	SRR061354	0.3981	(0.364, 0.432)	0.1814	(0.154, 0.209)
SRR514269	Stool	Stool	female	SRR514269	0.8533	(0.731, 0.976)	0.0033	(0.0, 0.007)
SRR061415	R_Retroauricular_crease	Oral cavity	female	SRR061415	0.819	(0.766, 0.872)	0.0028	(0.0, 0.006)
SRR514238	Supragingival_plaque	Oral cavity	male	SRR514238	0.4081	(0.378, 0.438)	0.1176	(0.096, 0.139)
SRR061309	R_Retroauricular_crease	Oral cavity	male	SRR061309	0.3811	(0.356, 0.407)	0.1132	(0.092, 0.134)
SRR061288	R_Retroauricular_crease	Oral cavity	male	SRR061288	0.4022	(0.373, 0.431)	0.1851	(0.161, 0.209)
SRR061335	Supragingival_plaque	Oral cavity	male	SRR061335	0.3754	(0.353, 0.398)	0.1719	(0.148, 0.196)
SRR346662	Supragingival_plaque	Oral cavity	male	SRR346662	0.4042	(0.37, 0.439)	0.1824	(0.159, 0.206)
SRR063496	Tongue_dorsum	Oral cavity	male	SRR063496	0.3648	(0.34, 0.389)	0.1802	(0.156, 0.204)
SRR512083	Mid_vagina	Vagina	female	SRR512083	0.7401	(0.689, 0.791)	0.0229	(0.016, 0.03)
SRR513180	Supragingival_plaque	Oral cavity	male	SRR513180	0.4404	(0.409, 0.472)	0.1602	(0.139, 0.181)
SRR061277	R_Retroauricular_crease	Oral cavity	male	SRR061277	0.3709	(0.342, 0.399)	0.142	(0.121, 0.163)
SRR514319	Supragingival_plaque	Oral cavity	female	SRR514319	0.7886	(0.721, 0.856)	0.0027	(0.0, 0.005)
SRR061381	Hard_palate	Oral cavity	male	SRR061381	0.3722	(0.339, 0.405)	0.1814	(0.159, 0.204)
SRR513372	Supragingival_plaque	Oral cavity	male	SRR513372	0.4065	(0.375, 0.438)	0.1638	(0.143, 0.185)
SRR514193	Stool	Stool	female	SRR514193	0.9395	(0.868, 1.011)	0.0058	(0.003, 0.009)
SRR513766	Supragingival_plaque	Oral cavity	female	SRR513766	0.8533	(0.771, 0.935)	0.0045	(0.002, 0.007)
SRR062082	Supragingival_plaque	Oral cavity	female	SRR062082	0.7908	(0.738, 0.843)	0.0056	(0.002, 0.009)
SRR513378	Stool	Stool	female	SRR513378	0.7954	(0.753, 0.838)	0.0036	(0.001, 0.006)
SRR062083	Supragingival_plaque	Oral cavity	female	SRR062083	0.8236	(0.77, 0.877)	0.0047	(0.002, 0.007)
SRR061286	Supragingival_plaque	Oral cavity	female	SRR061286	0.8296	(0.775, 0.884)	0.0017	(0.0, 0.003)
SRR513373	Supragingival_plaque	Oral cavity	female	SRR513373	0.763	(0.705, 0.821)	0.0048	(0.002, 0.008)
SRR062361	gingiva	Oral cavity	male	SRR062361	0.3961	(0.362, 0.43)	0.1945	(0.174, 0.215)
SRR063788	Supragingival_plaque	Oral cavity	male	SRR063788	0.4171	(0.394, 0.44)	0.1266	(0.11, 0.144)
SRR061923	L_Retroauricular_crease	Oral cavity	male	SRR061923	0.4108	(0.384, 0.438)	0.1397	(0.122, 0.157)
SRR061924	L_Retroauricular_crease	Oral cavity	male	SRR061924	0.435	(0.41, 0.46)	0.1581	(0.14, 0.176)
SRR062352	gingiva	Oral cavity	male	SRR062352	0.375	(0.345, 0.405)	0.1785	(0.159, 0.198)
SRR061416	Supragingival_plaque	Oral cavity	male	SRR061416	0.3784	(0.352, 0.404)	0.1895	(0.17, 0.209)
SRR061562	Supragingival_plaque	Oral cavity	female	SRR061562	0.7909	(0.744, 0.838)	0.0066	(0.003, 0.01)
SRR353618	Anterior_nares	Anterior nares	male	SRR353618	0.3737	(0.349, 0.399)	0.1829	(0.164, 0.202)
SRR062356	Supragingival_plaque	Oral cavity	male	SRR062356	0.3817	(0.357, 0.407)	0.142	(0.124, 0.16)
SRR061358	Supragingival_plaque	Oral cavity	male	SRR061358	0.3942	(0.368, 0.421)	0.1792	(0.161, 0.198)
SRR514322	Saliva	Oral cavity	female	SRR514322	0.805	(0.743, 0.867)	0.0067	(0.004, 0.01)
SRR061967	Supragingival_plaque	Oral cavity	male	SRR061967	0.4599	(0.431, 0.489)	0.1263	(0.111, 0.142)
SRR061337	Supragingival_plaque	Oral cavity	male	SRR061337	0.3739	(0.348, 0.4)	0.1844	(0.165, 0.204)
SRR061968	Supragingival_plaque	Oral cavity	male	SRR061968	0.4524	(0.422, 0.483)	0.1161	(0.101, 0.131)
SRR061328	Anterior_nares	Anterior nares	male	SRR061328	0.4194	(0.391, 0.448)	0.1508	(0.134, 0.168)
SRR514190	Supragingival_plaque	Oral cavity	female	SRR514190	0.8611	(0.767, 0.955)	0.0119	(0.008, 0.016)
SRR061329	Anterior_nares	Anterior nares	female	SRR061329	0.7621	(0.712, 0.812)	0.0036	(0.001, 0.006)
SRR061336	R_Retroauricular_crease	Oral cavity	male	SRR061336	0.4029	(0.374, 0.432)	0.1741	(0.157, 0.191)
SRR520265	Supragingival_plaque	Oral cavity	female	SRR520265	0.8385	(0.774, 0.903)	0.0026	(0.001, 0.004)
SRR061323	Anterior_nares	Anterior nares	male	SRR061323	0.3819	(0.355, 0.409)	0.1423	(0.125, 0.159)
SRR061351	R_Retroauricular_crease	Oral cavity	male	SRR061351	0.3618	(0.337, 0.387)	0.2028	(0.184, 0.222)
SRR061565	Supragingival_plaque	Oral cavity	male	SRR061565	0.3817	(0.358, 0.405)	0.1463	(0.13, 0.163)
SRR063790	Supragingival_plaque	Oral cavity	female	SRR063790	0.7913	(0.744, 0.839)	0.0029	(0.001, 0.005)
SRR061566	Supragingival_plaque	Oral cavity	female	SRR061566	0.8568	(0.809, 0.905)	0.0012	(0.0, 0.002)
SRR061996	R_Retroauricular_crease	Oral cavity	male	SRR061996	0.4796	(0.439, 0.52)	0.1585	(0.143, 0.174)
SRR353624	Supragingival_plaque	Oral cavity	male	SRR353624	0.4123	(0.382, 0.442)	0.1511	(0.136, 0.167)
SRR353632	Supragingival_plaque	Oral cavity	female	SRR353632	0.8163	(0.764, 0.868)	0.0023	(0.001, 0.004)
SRR062529	Supragingival_plaque	Oral cavity	female	SRR062529	0.8032	(0.749, 0.858)	0.0023	(0.001, 0.004)
SRR346654	Supragingival_plaque	Oral cavity	female	SRR346654	0.7729	(0.717, 0.829)	0.0036	(0.002, 0.006)
SRR061567	Supragingival_plaque	Oral cavity	male	SRR061567	0.3719	(0.35, 0.394)	0.1565	(0.14, 0.172)
SRR062425	Supragingival_plaque	Oral cavity	male	SRR062425	0.3696	(0.347, 0.392)	0.1608	(0.145, 0.177)
SRR061542	Supragingival_plaque	Oral cavity	male	SRR061542	0.4024	(0.374, 0.431)	0.1746	(0.159, 0.191)
SRR061546	Supragingival_plaque	Oral cavity	male	SRR061546	0.3752	(0.352, 0.398)	0.1944	(0.178, 0.211)
SRR061470	Anterior_nares	Anterior nares	male	SRR061470	0.3889	(0.362, 0.416)	0.156	(0.141, 0.171)
SRR066421	Stool	Stool	male	SRR066421	0.4097	(0.383, 0.437)	0.1802	(0.164, 0.196)
SRR062330	Supragingival_plaque	Oral cavity	male	SRR062330	0.3689	(0.347, 0.391)	0.1423	(0.127, 0.158)
SRR061320	Supragingival_plaque	Oral cavity	female	SRR061320	0.7846	(0.726, 0.843)	0.0055	(0.003, 0.008)
SRR346660	Supragingival_plaque	Oral cavity	male	SRR346660	0.4433	(0.412, 0.474)	0.2157	(0.2, 0.232)
SRR063532	Supragingival_plaque	Oral cavity	female	SRR063532	0.8289	(0.784, 0.873)	0.0018	(0.0, 0.003)
SRR061355	Supragingival_plaque	Oral cavity	female	SRR061355	0.772	(0.715, 0.829)	0.0025	(0.001, 0.004)
SRR061192	Supragingival_plaque	Oral cavity	female	SRR061192	0.8035	(0.761, 0.846)	0.0037	(0.002, 0.006)
SRR059433	Supragingival_plaque	Oral cavity	female	SRR059433	0.8458	(0.791, 0.9)	0.0022	(0.001, 0.004)
SRR346704	Supragingival_plaque	Oral cavity	female	SRR346704	0.7701	(0.72, 0.82)	0.0016	(0.0, 0.003)
SRR061925	R_Retroauricular_crease	Oral cavity	male	SRR061925	0.3943	(0.372, 0.417)	0.1682	(0.153, 0.183)
SRR062410	Supragingival_plaque	Oral cavity	male	SRR062410	0.3677	(0.343, 0.393)	0.183	(0.167, 0.199)
SRR062523	Supragingival_plaque	Oral cavity	male	SRR062523	0.4778	(0.43, 0.525)	0.1655	(0.151, 0.18)
SRR061282	Supragingival_plaque	Oral cavity	female	SRR061282	0.7864	(0.732, 0.841)	0.0016	(0.0, 0.003)
SRR062400	Supragingival_plaque	Oral cavity	male	SRR062400	0.3757	(0.348, 0.403)	0.1842	(0.168, 0.2)
SRR062505	Supragingival_plaque	Oral cavity	male	SRR062505	0.4158	(0.386, 0.446)	0.1705	(0.156, 0.185)
SRR514243	Tongue_dorsum	Oral cavity	female	SRR514243	1.0015	(0.896, 1.107)	0.0013	(0.0, 0.002)
SRR062498	Supragingival_plaque	Oral cavity	male	SRR062498	0.4039	(0.375, 0.433)	0.1745	(0.159, 0.19)
SRR512769	Supragingival_plaque	Oral cavity	female	SRR512769	0.8179	(0.766, 0.87)	0.0044	(0.002, 0.006)
SRR061376	R_Retroauricular_crease	Oral cavity	female	SRR061376	0.7842	(0.74, 0.829)	0.0045	(0.002, 0.007)
SRR061259	Tongue_dorsum	Oral cavity	female	SRR061259	0.8766	(0.805, 0.948)	0.0051	(0.003, 0.007)
SRR062384	Supragingival_plaque	Oral cavity	male	SRR062384	0.3954	(0.373, 0.418)	0.146	(0.132, 0.16)
SRR061541	Supragingival_plaque	Oral cavity	male	SRR061541	0.3915	(0.366, 0.417)	0.1811	(0.166, 0.196)
SRR061544	Supragingival_plaque	Oral cavity	male	SRR061544	0.4032	(0.376, 0.43)	0.2033	(0.188, 0.219)
SRR062000	Buccal_mucosa	Oral cavity	male	SRR062000	0.4324	(0.405, 0.459)	0.1081	(0.096, 0.12)
SRR062001	Supragingival_plaque	Oral cavity	male	SRR062001	0.4133	(0.389, 0.438)	0.1219	(0.109, 0.135)
SRR060156	Supragingival_plaque	Oral cavity	male	SRR060156	0.3905	(0.364, 0.417)	0.2097	(0.194, 0.225)
SRR061999	Buccal_mucosa	Oral cavity	male	SRR061999	0.4142	(0.391, 0.437)	0.1296	(0.117, 0.143)
